Ranks,ReviewId,PlanId,OpportunityId,StatusCd,RiskTierCd,RiskTierDesc,ReviewTypeCd,ReviewStageCd,ConductDt,FinalizedDt,TNRinM,TCNRinM,OG,RBE,REG,Quarter,QuarterInNum,OGNum,REGNum,RBENum
1,3631427,1102667,10667665,FALSE,2,Above Normal,O,2b,3/19/2017,3/24/2017,7.15,7.15,CMT,Technology,Na,Fy17Q3,3,2,5,7
1,3630245,1102675,10667669,FALSE,3,Normal,O,3b,6/25/2017,6/26/2017,1.98,1.98,PRD,Digital,Europe,Fy17Q4,4,5,3,2
1,3633555,1102698,10667680,FALSE,3,Normal,O,2b,3/12/2017,3/15/2017,4.5,4.5,PRD,Digital,Na,Fy17Q3,3,5,5,2
1,3630281,1102700,10667681,FALSE,2,Above Normal,O,3b,5/10/2018,5/15/2018,78.52,46.52,PRD,OG,Na,Fy18Q3,7,5,5,3
2,3636762,1102700,10667681,FALSE,3,Normal,O,2b,12/11/2017,1/15/2018,78.52,46.52,PRD,OG,Na,Fy18Q2,6,5,5,3
1,3630419,1102718,10667690,FALSE,3,Normal,O,3b,4/27/2017,4/28/2017,1.07,1.07,FS,Security,Na,Fy17Q3,3,3,5,5
2,3630420,1102718,10667690,FALSE,3,Normal,O,2b,4/27/2017,4/28/2017,1.07,1.07,FS,Security,Na,Fy17Q3,3,3,5,5
1,3630680,1102726,10667694,FALSE,3,Normal,O,2b,3/8/2017,3/9/2017,4.29,3.86,CMT,Operations,LA,Fy17Q3,3,2,4,4
1,3630450,1102752,10667707,FALSE,3,Normal,O,3b,5/2/2017,5/8/2017,9.38,3.89,FS,Operations,Na,Fy17Q3,3,3,5,4
2,3630451,1102752,10667707,FALSE,3,Normal,O,2b,4/3/2017,4/19/2017,9.38,3.89,FS,Operations,Na,Fy17Q3,3,3,5,4
1,3630693,1102837,10667750,FALSE,3,Normal,O,3b,3/16/2017,3/22/2017,0.27,0.27,PRD,Technology,Na,Fy17Q3,3,5,5,7
1,3630785,1102872,10667767,FALSE,2,Above Normal,O,3b,1/16/2017,2/28/2017,1.34,1.34,RES,OG,Na,Fy17Q2,2,6,5,3
1,3630812,1102886,10667774,FALSE,3,Normal,O,3b,3/23/2017,3/24/2017,1.08,1.08,FS,Operations,Europe,Fy17Q3,3,3,3,4
1,3630863,1102926,10667794,FALSE,3,Normal,O,3b,5/17/2017,5/19/2017,1.03,1.03,CMT,OG,Na,Fy17Q3,3,2,5,3
2,3705269,1102926,10667794,FALSE,3,Normal,O,2b,5/16/2017,5/18/2017,1.03,1.03,CMT,OG,Na,Fy17Q3,3,2,5,3
1,3630883,1102946,10667804,FALSE,2,Above Normal,O,3b,3/7/2017,4/4/2017,2.2,2.2,RES,Technology,Europe,Fy17Q3,3,6,3,7
1,3630885,1102954,10667808,FALSE,2,Above Normal,O,3b,3/7/2017,4/4/2017,1.41,1.41,RES,Digital,Europe,Fy17Q3,3,6,3,2
1,3631009,1103016,10667839,FALSE,3,Normal,O,3b,4/6/2017,4/11/2017,1.16,0.16,CMT,Technology,Na,Fy17Q3,3,2,5,7
1,3631108,1103064,10667863,FALSE,3,Normal,O,3b,9/17/2017,10/26/2017,3.67,3.67,CMT,Strategy,Na,Fy18Q1,5,2,5,6
1,3652054,1103102,10667882,FALSE,2,Above Normal,O,2b,5/14/2017,6/2/2017,1.51,1.51,RES,Digital,AAPAC,Fy17Q4,4,6,2,2
1,3632563,1103516,10668091,FALSE,2,Above Normal,O,3b,2/25/2018,2/28/2018,4.39,4.39,CMT,OG,AAPAC,Fy18Q2,6,2,2,3
2,3807956,1103516,10668091,FALSE,2,Above Normal,O,2b,2/25/2018,2/27/2018,4.39,4.39,CMT,OG,AAPAC,Fy18Q2,6,2,2,3
1,3632593,1103524,10668095,FALSE,3,Normal,O,3b,7/6/2017,7/10/2017,0.79,0.79,PRD,OG,Europe,Fy17Q4,4,5,3,3
1,3632732,1103582,10668124,FALSE,3,Normal,O,3b,4/6/2017,4/11/2017,0.13,0.13,CMT,Technology,Na,Fy17Q3,3,2,5,7
1,3695937,1103590,10668128,FALSE,3,Normal,O,3b,5/22/2018,5/23/2018,1.01,1.01,PRD,Technology,Na,Fy18Q3,7,5,5,7
2,4225606,1103590,10668128,FALSE,3,Normal,O,2b,4/3/2018,4/25/2018,1.01,1.01,PRD,Technology,Na,Fy18Q3,7,5,5,7
1,4798138,1103719,10668194,FALSE,3,Normal,O,2b,11/18/2018,11/19/2018,3.46,3.46,PRD,Technology,Na,Fy19Q1,9,5,5,7
1,3634304,1103723,10668196,FALSE,3,Normal,O,3b,3/23/2017,4/11/2017,0.66,0.66,FS,Digital,Europe,Fy17Q3,3,3,3,2
2,3649660,1103723,10668196,FALSE,3,Normal,O,2b,3/8/2017,4/11/2017,0.66,0.66,FS,Digital,Europe,Fy17Q3,3,3,3,2
1,3633219,1103762,10668216,FALSE,2,Above Normal,O,3b,6/5/2017,6/14/2017,1.13,1.13,FS,Operations,Europe,Fy17Q4,4,3,3,4
1,3650464,1103899,10668286,FALSE,2,Above Normal,O,3b,5/30/2017,6/12/2017,13.52,13.52,PRD,OG,Na,Fy17Q4,4,5,5,3
2,3650465,1103899,10668286,FALSE,2,Above Normal,O,2b,3/29/2017,4/6/2017,13.52,13.52,PRD,OG,Na,Fy17Q3,3,5,5,3
1,3633668,1103930,10668302,FALSE,3,Normal,O,3b,5/23/2017,5/24/2017,1.85,1.85,PRD,OG,LA,Fy17Q3,3,5,4,3
2,3692218,1103930,10668302,FALSE,3,Normal,O,2b,5/22/2017,5/24/2017,1.85,1.85,PRD,OG,LA,Fy17Q3,3,5,4,3
1,3633689,1103957,10668316,FALSE,3,Normal,O,3b,3/30/2017,4/4/2017,4.95,4.95,PRD,Digital,Na,Fy17Q3,3,5,5,2
2,3692214,1103957,10668316,FALSE,3,Normal,O,2b,5/16/2017,5/31/2017,4.95,4.95,PRD,Digital,Na,Fy17Q3,3,5,5,2
1,3633702,1103961,10668318,FALSE,3,Normal,O,3b,3/9/2017,6/18/2017,2.03,2.03,RES,Digital,Na,Fy17Q4,4,6,5,2
1,3635958,1104109,10668392,FALSE,3,Normal,O,3b,5/22/2016,3/1/2017,2.2,2.2,PRD,Technology,AAPAC,Fy17Q3,3,5,2,7
2,3635959,1104109,10668392,FALSE,3,Normal,O,2b,5/22/2016,3/1/2017,2.2,2.2,PRD,Technology,AAPAC,Fy17Q3,3,5,2,7
1,3634145,1104133,10668404,FALSE,3,Normal,O,3b,3/27/2017,4/4/2017,1,0.18,CMT,OG,Na,Fy17Q3,3,2,5,3
1,3634174,1104142,10668408,FALSE,3,Normal,O,3b,8/23/2017,8/31/2017,18.2,18.2,RES,OG,Na,Fy17Q4,4,6,5,3
2,3799087,1104142,10668408,FALSE,3,Normal,O,2b,7/31/2017,8/17/2017,18.2,18.2,RES,OG,Na,Fy17Q4,4,6,5,3
1,3634349,1104204,10668440,FALSE,3,Normal,O,3b,3/8/2017,3/28/2017,2.66,2.66,PRD,Technology,AAPAC,Fy17Q3,3,5,2,7
1,3760055,1104214,10668445,FALSE,2,Above Normal,O,2b,3/28/2017,6/9/2017,4.11,4.11,RES,Technology,Europe,Fy17Q4,4,6,3,7
1,3784720,1104282,10668479,FALSE,3,Normal,O,3b,6/6/2017,6/8/2017,4.18,4.18,FS,OG,Europe,Fy17Q4,4,3,3,3
1,3634586,1104288,10668482,FALSE,3,Normal,O,3b,3/30/2017,4/6/2017,1.51,1.51,PRD,Technology,AAPAC,Fy17Q3,3,5,2,7
2,3634613,1104288,10668482,FALSE,3,Normal,O,2b,3/30/2017,4/6/2017,1.51,1.51,PRD,Technology,AAPAC,Fy17Q3,3,5,2,7
1,3635525,1104311,10668494,FALSE,2,Above Normal,O,3b,9/25/2017,9/27/2017,1.43,1.43,RES,OG,Europe,Fy18Q1,5,6,3,3
2,3711635,1104311,10668494,FALSE,2,Above Normal,O,2b,9/10/2017,9/25/2017,1.43,1.43,RES,OG,Europe,Fy18Q1,5,6,3,3
1,3634669,1104347,10668512,FALSE,3,Normal,O,3b,2/27/2017,3/1/2017,10.09,10.09,PRD,Operations,Europe,Fy17Q3,3,5,3,4
2,3634751,1104347,10668512,FALSE,3,Normal,O,2b,2/16/2017,3/1/2017,10.09,10.09,PRD,Operations,Europe,Fy17Q3,3,5,3,4
1,3712789,1104349,10668513,FALSE,2,Above Normal,O,2b,5/31/2017,6/15/2017,4.52,4.52,PRD,Technology,Europe,Fy17Q4,4,5,3,7
1,3634769,1104375,10668526,FALSE,3,Normal,O,3b,7/5/2017,7/6/2017,3.01,3.01,PRD,Operations,Europe,Fy17Q4,4,5,3,4
2,3716779,1104375,10668526,FALSE,3,Normal,O,2b,4/24/2017,4/26/2017,3.01,3.01,PRD,Operations,Europe,Fy17Q3,3,5,3,4
1,3660521,1104483,10668580,FALSE,2,Above Normal,O,2b,3/14/2017,3/23/2017,4.32,4.32,CMT,Digital,AAPAC,Fy17Q3,3,2,2,2
1,3635199,1104509,10668593,FALSE,2,Above Normal,O,2b,4/18/2017,4/28/2017,26.11,26.11,PRD,Operations,Europe,Fy17Q3,3,5,3,4
1,3647849,1104514,10668596,FALSE,2,Above Normal,O,3b,8/31/2017,9/1/2017,17.36,17.36,PRD,Operations,Europe,Fy18Q1,5,5,3,4
1,3712780,1104617,10668648,FALSE,2,Above Normal,O,2b,8/6/2017,8/7/2017,2.44,2.44,FS,Technology,Europe,Fy17Q4,4,3,3,7
1,3635485,1104621,10668650,FALSE,3,Normal,O,3b,7/19/2017,7/31/2017,3.7,3.7,PRD,Digital,Europe,Fy17Q4,4,5,3,2
2,3635489,1104621,10668650,FALSE,2,Above Normal,O,2b,5/10/2017,5/11/2017,3.7,3.7,PRD,Digital,Europe,Fy17Q3,3,5,3,2
1,3635668,1104676,10668678,FALSE,2,Above Normal,O,3b,10/11/2018,10/15/2018,1.37,1.37,CMT,Technology,Europe,Fy19Q1,9,2,3,7
1,3636037,1104694,10668688,FALSE,3,Normal,O,3b,4/11/2017,4/12/2017,1.34,1.34,FS,OG,Europe,Fy17Q3,3,3,3,3
2,3636038,1104694,10668688,FALSE,3,Normal,O,2b,3/1/2017,3/2/2017,1.34,1.34,FS,OG,Europe,Fy17Q3,3,3,3,3
1,3635732,1104709,10668696,FALSE,3,Normal,O,3b,4/26/2017,4/28/2017,1.28,1.28,CMT,Technology,Na,Fy17Q3,3,2,5,7
1,3635786,1104723,10668703,FALSE,3,Normal,O,3b,9/14/2017,9/15/2017,1.08,1.08,PRD,Strategy,Na,Fy18Q1,5,5,5,6
1,3636173,1104848,10668767,FALSE,3,Normal,O,3b,8/16/2017,8/22/2017,27.98,27.98,FS,Security,Na,Fy17Q4,4,3,5,5
2,3649074,1104848,10668767,FALSE,3,Normal,O,2b,3/14/2017,3/16/2017,27.98,27.98,FS,Security,Na,Fy17Q3,3,3,5,5
1,3636393,1104890,10668789,FALSE,3,Normal,O,3b,5/21/2017,5/25/2017,0.28,0.28,FS,Operations,Na,Fy17Q3,3,3,5,4
1,3636430,1104903,10668796,FALSE,2,Above Normal,O,3b,3/29/2017,3/31/2017,19.79,19.79,CMT,Technology,Na,Fy17Q3,3,2,5,7
2,3636431,1104903,10668796,FALSE,3,Normal,O,2b,2/5/2017,3/2/2017,19.79,19.79,CMT,Technology,Na,Fy17Q3,3,2,5,7
1,3638361,1105014,10668855,FALSE,2,Above Normal,O,3b,5/10/2017,5/11/2017,2.04,2.04,RES,Technology,Na,Fy17Q3,3,6,5,7
1,3642304,1105074,10668886,FALSE,3,Normal,O,3b,3/9/2017,3/13/2017,1.19,1.19,FS,Strategy,Europe,Fy17Q3,3,3,3,6
1,3636829,1105082,10668890,FALSE,2,Above Normal,O,3b,4/26/2017,6/5/2017,19.32,19.32,CMT,OG,Na,Fy17Q4,4,2,5,3
2,3636834,1105082,10668890,FALSE,2,Above Normal,O,2b,4/6/2017,6/4/2017,19.32,19.32,CMT,OG,Na,Fy17Q4,4,2,5,3
1,3636848,1105098,10668898,FALSE,3,Normal,O,3b,4/12/2017,5/26/2017,10.34,10.34,CMT,Technology,Na,Fy17Q3,3,2,5,7
2,3636849,1105098,10668898,FALSE,3,Normal,O,2b,4/12/2017,5/26/2017,10.34,10.34,CMT,Technology,Na,Fy17Q3,3,2,5,7
1,3637162,1105207,10668953,FALSE,1,High,O,2b,3/7/2018,8/12/2018,2.91,2.91,RES,Digital,AAPAC,Fy18Q4,8,6,2,2
1,3637175,1105217,10668958,FALSE,3,Normal,O,3b,5/30/2017,6/4/2017,1.23,0.06,PRD,OG,AAPAC,Fy17Q4,4,5,2,3
1,3637379,1105327,10669014,FALSE,2,Above Normal,O,2b,4/4/2017,4/12/2017,12.5,4.67,RES,Digital,Europe,Fy17Q3,3,6,3,2
1,3637408,1105364,10669035,FALSE,3,Normal,O,3b,2/20/2017,3/2/2017,0.19,0.19,CMT,Operations,AAPAC,Fy17Q3,3,2,2,4
2,3637411,1105364,10669035,FALSE,3,Normal,O,2b,1/29/2017,3/2/2017,0.19,0.19,CMT,Operations,AAPAC,Fy17Q3,3,2,2,4
1,3637787,1105486,10669098,FALSE,3,Normal,O,3b,3/15/2017,3/16/2017,1.15,1.15,FS,Digital,AAPAC,Fy17Q3,3,3,2,2
2,3637788,1105486,10669098,FALSE,3,Normal,O,2b,3/12/2017,3/13/2017,1.15,1.15,FS,Digital,AAPAC,Fy17Q3,3,3,2,2
1,3832131,1105544,10669129,FALSE,2,Above Normal,O,2b,11/8/2017,11/13/2017,0.68,0.68,CMT,Digital,Europe,Fy18Q1,5,2,3,2
1,3705976,1105581,10669148,FALSE,3,Normal,O,2b,5/4/2017,5/11/2017,0,0,PRD,OG,Europe,Fy17Q3,3,5,3,3
1,3638269,1105645,10669181,FALSE,1,High,O,3b,12/6/2016,3/2/2017,1.91,1.91,FS,Digital,Europe,Fy17Q3,3,3,3,2
2,3638270,1105645,10669181,FALSE,1,High,O,2b,9/11/2016,3/2/2017,1.91,1.91,FS,Digital,Europe,Fy17Q3,3,3,3,2
1,3638579,1105715,10669217,FALSE,3,Normal,O,3b,5/22/2017,5/25/2017,2.64,2.64,PRD,Technology,Europe,Fy17Q3,3,5,3,7
1,3638555,1105717,10669218,FALSE,3,Normal,O,2b,3/29/2017,4/19/2017,3.82,3.82,PRD,Technology,Na,Fy17Q3,3,5,5,7
1,3638565,1105741,10669231,FALSE,2,Above Normal,O,3b,2/19/2017,3/21/2017,17.36,17.36,RES,OG,Na,Fy17Q3,3,6,5,3
2,3638616,1105741,10669231,FALSE,2,Above Normal,O,2b,11/16/2016,3/20/2017,17.36,17.36,RES,OG,Na,Fy17Q3,3,6,5,3
1,3638603,1105760,10669241,FALSE,3,Normal,O,3b,4/4/2018,4/19/2018,23.95,23.95,RES,OG,Europe,Fy18Q3,7,6,3,3
1,3638770,1105842,10669286,FALSE,3,Normal,O,3b,6/6/2018,7/4/2018,1.4,0.95,CMT,Digital,Europe,Fy18Q4,8,2,3,2
1,3638944,1105933,10669333,FALSE,2,Above Normal,O,2b,4/2/2017,4/4/2017,9.4,9.4,PRD,Operations,Europe,Fy17Q3,3,5,3,4
1,3639166,1106008,10669371,FALSE,2,Above Normal,O,3b,5/31/2017,6/2/2017,1.21,1.21,FS,OG,Na,Fy17Q4,4,3,5,3
2,3678158,1106008,10669371,FALSE,2,Above Normal,O,2b,5/31/2017,6/2/2017,1.21,1.21,FS,OG,Na,Fy17Q4,4,3,5,3
1,3639219,1106034,10669384,FALSE,2,Above Normal,O,2b,3/13/2017,5/2/2017,41.6,41.6,CMT,Technology,Na,Fy17Q3,3,2,5,7
1,3639409,1106055,10669395,FALSE,3,Normal,O,3b,12/17/2017,12/18/2017,16.58,16.58,PRD,Operations,Na,Fy18Q2,6,5,5,4
2,3642257,1106055,10669395,FALSE,3,Normal,O,2b,9/14/2017,9/20/2017,16.58,16.58,PRD,Operations,Na,Fy18Q1,5,5,5,4
1,3639345,1106082,10669409,FALSE,3,Normal,O,3b,8/23/2017,8/24/2017,12.15,12.15,RES,Technology,Na,Fy17Q4,4,6,5,7
2,3802201,1106082,10669409,FALSE,3,Normal,O,2b,6/14/2017,6/19/2017,12.15,12.15,RES,Technology,Na,Fy17Q4,4,6,5,7
1,3639343,1106090,10669413,FALSE,2,Above Normal,O,3b,10/18/2017,10/20/2017,1.92,1.92,FS,OG,Na,Fy18Q1,5,3,5,3
2,3685616,1106090,10669413,FALSE,2,Above Normal,O,2b,10/18/2017,10/20/2017,1.92,1.92,FS,OG,Na,Fy18Q1,5,3,5,3
1,3639485,1106126,10669431,FALSE,3,Normal,O,3b,7/25/2018,7/26/2018,106.03,106.03,PRD,Technology,Na,Fy18Q4,8,5,5,7
2,3639486,1106126,10669431,FALSE,3,Normal,O,2b,6/17/2018,6/28/2018,106.03,106.03,PRD,Technology,Na,Fy18Q4,8,5,5,7
1,3639527,1106148,10669442,FALSE,3,Normal,O,3b,3/2/2017,3/13/2017,1.12,0.12,CMT,OG,Na,Fy17Q3,3,2,5,3
1,3639549,1106160,10669449,FALSE,2,Above Normal,O,3b,7/24/2017,7/26/2017,44.93,44.93,CMT,Technology,Europe,Fy17Q4,4,2,3,7
2,3650929,1106160,10669449,FALSE,2,Above Normal,O,2b,7/18/2017,7/20/2017,44.93,44.93,CMT,Technology,Europe,Fy17Q4,4,2,3,7
1,3639851,1106264,10669502,FALSE,3,Normal,O,2b,6/28/2017,6/28/2017,2.14,2.14,HPS,OG,AAPAC,Fy17Q4,4,4,2,3
1,3639954,1106389,10669565,FALSE,3,Normal,O,3b,6/5/2018,6/18/2018,11.16,11.16,HPS,Technology,AAPAC,Fy18Q4,8,4,2,7
2,3639955,1106389,10669565,FALSE,3,Normal,O,2b,5/3/2017,6/24/2017,11.16,11.16,HPS,Technology,AAPAC,Fy17Q4,4,4,2,7
1,3641208,1106455,10669598,FALSE,3,Normal,O,3b,3/19/2017,3/20/2017,2.14,2.14,PRD,Technology,AAPAC,Fy17Q3,3,5,2,7
2,3641233,1106455,10669598,FALSE,3,Normal,O,2b,2/26/2017,3/15/2017,2.14,2.14,PRD,Technology,AAPAC,Fy17Q3,3,5,2,7
1,3640130,1106478,10669610,FALSE,3,Normal,O,3b,3/9/2017,3/13/2017,2.99,2.99,FS,OG,AAPAC,Fy17Q3,3,3,2,3
2,3643817,1106478,10669610,FALSE,3,Normal,O,2b,3/9/2017,3/13/2017,2.99,2.99,FS,OG,AAPAC,Fy17Q3,3,3,2,3
1,3640340,1106600,10669672,FALSE,3,Normal,O,3b,6/25/2017,6/26/2017,1.07,1.07,PRD,OG,Europe,Fy17Q4,4,5,3,3
1,3641903,1106603,10669674,FALSE,2,Above Normal,O,3b,3/8/2017,3/15/2017,2.16,2.16,FS,OG,Europe,Fy17Q3,3,3,3,3
2,3646403,1106603,10669674,FALSE,2,Above Normal,O,2b,3/8/2017,3/14/2017,2.16,2.16,FS,OG,Europe,Fy17Q3,3,3,3,3
1,3640374,1106612,10669679,FALSE,1,High,O,2b,12/6/2017,12/7/2017,20.34,20.34,PRD,Technology,Na,Fy18Q2,6,5,5,7
1,3640507,1106676,10669713,FALSE,3,Normal,O,3b,4/6/2017,4/7/2017,1.54,1.54,RES,Digital,Na,Fy17Q3,3,6,5,2
1,3640598,1106722,10669738,FALSE,2,Above Normal,O,3b,10/12/2017,10/13/2017,2.58,2.58,CMT,Technology,Europe,Fy18Q1,5,2,3,7
1,3640624,1106744,10669749,FALSE,3,Normal,O,3b,11/6/2017,11/7/2017,2.69,2.69,HPS,Technology,Na,Fy18Q1,5,4,5,7
2,3640631,1106744,10669749,FALSE,3,Normal,O,2b,10/1/2017,10/17/2017,2.69,2.69,HPS,Technology,Na,Fy18Q1,5,4,5,7
1,3651452,1106781,10669768,FALSE,3,Normal,O,3b,3/30/2017,3/31/2017,1.1,1.1,FS,Digital,Europe,Fy17Q3,3,3,3,2
1,3640830,1106847,10669802,FALSE,2,Above Normal,O,2b,4/12/2017,4/28/2017,75.45,75.45,HPS,Operations,Na,Fy17Q3,3,4,5,4
1,3640866,1106848,10669803,FALSE,3,Normal,O,3b,11/27/2017,12/7/2017,4.42,4.42,PRD,OG,Europe,Fy18Q2,6,5,3,3
2,3888117,1106848,10669803,FALSE,3,Normal,O,2b,10/12/2017,10/13/2017,4.42,4.42,PRD,OG,Europe,Fy18Q1,5,5,3,3
1,3644838,1106931,10669847,FALSE,3,Normal,O,2b,9/20/2017,9/27/2017,9.24,9.24,PRD,Technology,Na,Fy18Q1,5,5,5,7
1,3805329,1107013,10669890,FALSE,2,Above Normal,O,2b,7/16/2017,7/18/2017,2.91,2.91,PRD,Digital,Na,Fy17Q4,4,5,5,2
1,3649343,1107038,10669902,FALSE,3,Normal,O,2b,3/14/2017,3/23/2017,0,0,FS,Technology,AAPAC,Fy17Q3,3,3,2,7
1,3641321,1107118,10669943,FALSE,3,Normal,O,3b,4/10/2017,4/12/2017,1.99,1.99,CMT,Technology,Na,Fy17Q3,3,2,5,7
1,3641561,1107215,10669992,FALSE,3,Normal,O,3b,8/29/2017,8/30/2017,0.96,0.96,FS,Digital,AAPAC,Fy17Q4,4,3,2,2
1,3647189,1107271,10670020,FALSE,3,Normal,O,3b,11/1/2017,11/8/2017,67.35,67.35,CMT,Technology,Europe,Fy18Q1,5,2,3,7
2,3658531,1107271,10670020,FALSE,3,Normal,O,2b,10/8/2017,10/18/2017,67.35,67.35,CMT,Technology,Europe,Fy18Q1,5,2,3,7
1,3756682,1107416,10670093,FALSE,3,Normal,O,2b,5/21/2017,6/5/2017,0.25,0.25,CMT,OG,Na,Fy17Q4,4,2,5,3
1,3644492,1107434,10670102,FALSE,3,Normal,O,2b,5/31/2017,6/8/2017,7.66,7.66,CMT,Technology,AAPAC,Fy17Q4,4,2,2,7
1,3642128,1107446,10670108,FALSE,3,Normal,O,3b,3/1/2017,4/5/2017,2.06,2.06,RES,Technology,Europe,Fy17Q3,3,6,3,7
1,3642130,1107517,10670141,FALSE,3,Normal,O,3b,3/26/2017,3/28/2017,1.78,0.53,PRD,Strategy,Europe,Fy17Q3,3,5,3,6
1,3642298,1107541,10670154,FALSE,1,High,O,3b,4/17/2017,4/18/2017,2.35,2.35,CMT,OG,Na,Fy17Q3,3,2,5,3
2,3664907,1107541,10670154,FALSE,1,High,O,2b,3/22/2017,3/27/2017,2.35,2.35,CMT,OG,Na,Fy17Q3,3,2,5,3
1,3642248,1107613,10670191,FALSE,2,Above Normal,O,3b,2/16/2017,3/6/2017,11.47,11.47,CMT,Operations,Na,Fy17Q3,3,2,5,4
2,3642270,1107613,10670191,FALSE,2,Above Normal,O,2b,2/1/2017,3/6/2017,11.47,11.47,CMT,Operations,Na,Fy17Q3,3,2,5,4
1,3642317,1107645,10670207,FALSE,2,Above Normal,O,3b,10/11/2017,12/12/2017,1.98,1.98,CMT,Technology,Europe,Fy18Q2,6,2,3,7
1,3642402,1107689,10670229,FALSE,3,Normal,O,2b,4/24/2018,4/26/2018,6.12,6.12,CMT,Operations,Na,Fy18Q3,7,2,5,4
1,3642426,1107706,10670238,FALSE,3,Normal,O,3b,5/22/2017,6/1/2017,2.65,2.65,CMT,OG,Na,Fy17Q4,4,2,5,3
1,3642456,1107799,10670291,FALSE,2,Above Normal,O,3b,4/16/2017,5/26/2017,3.87,3.87,HPS,Technology,Na,Fy17Q3,3,4,5,7
2,3642867,1107799,10670291,FALSE,2,Above Normal,O,2b,4/16/2017,4/18/2017,3.87,3.87,HPS,Technology,Na,Fy17Q3,3,4,5,7
1,3642964,1107814,10670302,FALSE,3,Normal,O,3b,4/25/2018,5/7/2018,4.68,4.68,RES,Technology,Na,Fy18Q3,7,6,5,7
2,3642965,1107814,10670302,FALSE,2,Above Normal,O,2b,1/10/2018,1/12/2018,4.68,4.68,RES,Technology,Na,Fy18Q2,6,6,5,7
1,3643121,1107857,10670327,FALSE,2,Above Normal,O,3b,6/5/2017,7/9/2017,5.26,5.26,PRD,OG,Na,Fy17Q4,4,5,5,3
2,3643122,1107857,10670327,FALSE,3,Normal,O,2b,4/12/2017,4/19/2017,5.26,5.26,PRD,OG,Na,Fy17Q3,3,5,5,3
1,3642668,1107865,10670333,FALSE,2,Above Normal,O,3b,3/29/2017,3/30/2017,0.44,0.44,RES,Technology,Na,Fy17Q3,3,6,5,7
1,3643275,1107884,10670345,FALSE,2,Above Normal,O,3b,7/13/2017,7/14/2017,2.44,2.44,PRD,OG,Na,Fy17Q4,4,5,5,3
2,3794780,1107884,10670345,FALSE,2,Above Normal,O,2b,6/12/2017,7/7/2017,2.44,2.44,PRD,OG,Na,Fy17Q4,4,5,5,3
1,3643344,1108056,10670456,FALSE,3,Normal,O,3b,2/27/2018,3/12/2018,1.45,1.45,CMT,Technology,AAPAC,Fy18Q3,7,2,2,7
1,3664461,1108113,10670493,FALSE,3,Normal,O,2b,3/21/2017,3/23/2017,2.95,2.95,PRD,OG,Na,Fy17Q3,3,5,5,3
1,3643416,1108223,10670559,FALSE,3,Normal,O,3b,8/10/2017,8/14/2017,4.12,4.12,CMT,Technology,Na,Fy17Q4,4,2,5,7
2,3643417,1108223,10670559,FALSE,3,Normal,O,2b,7/25/2017,8/1/2017,4.12,4.12,CMT,Technology,Na,Fy17Q4,4,2,5,7
1,3643112,1108307,10670607,FALSE,2,Above Normal,O,2b,3/15/2017,3/20/2017,4.55,4.55,CMT,Technology,Na,Fy17Q3,3,2,5,7
1,3645565,1108412,10670673,FALSE,3,Normal,O,2b,3/13/2017,3/15/2017,3.2,3.2,PRD,OG,Na,Fy17Q3,3,5,5,3
1,3642636,1108414,10670674,FALSE,3,Normal,O,3b,4/17/2017,4/27/2017,3.6,3.6,CMT,Operations,Na,Fy17Q3,3,2,5,4
2,3683288,1108414,10670674,FALSE,2,Above Normal,O,2b,3/30/2017,4/13/2017,3.6,3.6,CMT,Operations,Na,Fy17Q3,3,2,5,4
1,3643775,1108647,10670795,FALSE,2,Above Normal,O,2b,11/13/2017,11/27/2017,5.31,5.31,FS,OG,Na,Fy18Q1,5,3,5,3
1,3687843,1108661,10670802,FALSE,3,Normal,O,2b,4/2/2017,4/4/2017,1.35,1.35,CMT,Technology,Na,Fy17Q3,3,2,5,7
1,3643821,1108683,10670813,FALSE,2,Above Normal,O,2b,4/24/2017,5/2/2017,44.78,44.78,FS,Technology,AAPAC,Fy17Q3,3,3,2,7
1,3644161,1108862,10670902,FALSE,3,Normal,O,3b,3/23/2017,3/24/2017,1.67,1.67,RES,Digital,AAPAC,Fy17Q3,3,6,2,2
1,3644396,1108941,10670943,FALSE,3,Normal,O,3b,4/18/2017,4/19/2017,6.76,6.76,PRD,OG,Europe,Fy17Q3,3,5,3,3
2,3658469,1108941,10670943,FALSE,2,Above Normal,O,2b,3/14/2017,3/20/2017,6.76,6.76,PRD,OG,Europe,Fy17Q3,3,5,3,3
1,3736316,1109120,10671035,FALSE,2,Above Normal,O,2b,5/23/2017,6/23/2017,19.63,13.8,PRD,Digital,Europe,Fy17Q4,4,5,3,2
1,3644607,1109128,10671039,FALSE,3,Normal,O,3b,8/9/2017,8/14/2017,1.49,1.49,RES,Technology,Europe,Fy17Q4,4,6,3,7
1,3739096,1109141,10671046,FALSE,3,Normal,O,2b,5/17/2017,5/18/2017,9.86,9.86,FS,Operations,LA,Fy17Q3,3,3,4,4
1,3644680,1109185,10671067,FALSE,1,High,O,3b,6/25/2017,7/3/2017,1.38,1.38,HPS,Technology,Na,Fy17Q4,4,4,5,7
1,3758163,1109440,10671201,FALSE,3,Normal,O,2b,5/23/2017,5/24/2017,1.9,1.9,PRD,Operations,Europe,Fy17Q3,3,5,3,4
1,3652518,1109485,10671223,FALSE,3,Normal,O,2b,3/29/2017,4/5/2017,48.7,48.7,CMT,Operations,Na,Fy17Q3,3,2,5,4
